GRUPO,FAMILIA,ESP,ESPECIE,AUTOR,NOMBREE,NOMBREI,A,B,LINF,K,T0,MED,INCREM,NODC,GT,APHIA
2,OEDICEROTIDAE,285,Monoculodes sp.,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
1,,392,Coryphaenoides carapinus,,,,0.000000,0.000000,0.00,0.00,0.00,2,5,,0,158956
1,,393,Coryphaenoides mediterraneus,,,,0.000000,0.000000,0.00,0.00,0.00,2,5,,0,183099
1,,394,Gadomus arcuatus,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,126469
1,Oreosomatidae,395,Neocyttus helgae,(Holt & Byrne,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,127423
2,Epimeriidae,286,Epimeria cornigera,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
2,AEGIDAE,287,Aegidae,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
2,STEGOCEPHALIDAE,288,Stegocephalidae,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
2,Pasiphaeidae,289,Parapasiphae sulcatifrons,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
4,,149,Psinastidae sp.,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
4,,150,Ceramaster sp.,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,,353,Latrunculia sp,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,,354,Colossendeis colossea,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,Anthoptilidae,355,Anthoptilum grandiflorum,"(Verrill, 1879)",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,,356,Demospongiae,,,demosponges,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
2,Chirostylidae,290,Uroptychus concolor,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,,235,Verticordiidae,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
4,,152,Solasteridae,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
1,,396,Neoraja iberica,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,398306
1,,397,Lampanyctus pusillus,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,126619
1,Gonostomatidae,398,Cyclothone braueri,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,127284
2,Cirolanidae,291,Politolana sanchezi,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,,358,Bubaris sp.,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
1,,399,Rouleina maderensis,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,126710
1,,404,Antimora rostrata,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,126486
1,,405,Hoplostethus,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,125706
5,,359,Pennatula grandis,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,,360,Isididae,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,,362,Stichopathes sp.,"Brook,1889",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,,361,Enallopsamia rostrata,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
4,,153,Poramidae,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,,363,Tedenia sp.,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
1,,406,Apristurus laurussonii,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,105807
1,,407,Cataetyx laticeps,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,126657
1,,408,Coryphaenoides,,,,0.000000,0.000000,0.00,0.00,0.00,2,5,,0,125748
1,,409,Rouleina attrita,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,126709
1,,410,Coryphaenoides guentheri,,,,0.000000,0.000000,0.00,0.00,0.00,2,5,,0,158958
1,,411,Malacosteus niger,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,127358
1,,412,Conocara macropterum,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,126695
1,,413,Bathylagus euryops,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,126719
1,,414,Halosauropsis macrochir,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,126639
1,Gonostomatidae,415,Cyclothone pallida,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,127288
2,Polychelidae,293,Pentacheles laevis,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Glyphocrangonidae,294,Glyphocrangon longirostris,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Lithodidae,295,Neolithodes grimaldi,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Nematocarcinidae,296,Nematocarcinus exilis,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Polychelidae,297,Stereomastis nana,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Mysidae,298,Boreomysis microps,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
2,Petalophthalmidae,299,Petalophthalmus armiger,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
2,SYNOPIDAE,302,Synopiidae,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
2,Benthesicymidae,303,Bentheogennema intermedia,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Eucopiidae,304,Eucopia sculpticauda,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
2,Euphausiidae,305,Euphausia krohnii,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
2,Eucopiidae,306,Eucopia grimaldi,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
2,Acanthephyridae,307,Hymenodora gracilis,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,,364,Stephanocyathus sp.,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,,236,Fissidentalium capillosum,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,,237,Kryptos koehleri,"(Locard, 1896)",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,,238,Scaphander sp.,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,LIMOPSIDAE,239,Aspalima cristata,"(Jeffreys, 1879)",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,,240,Lima marioni,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,,241,Calliostoma maurolici,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,,242,Coralliophila richardi,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,,243,Diodora edwardsi,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,LIMOPSIDAE,244,Paracratis minuta,"(Philippi, 1836)",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,,365,Cnidaria,,cnidario,cnidarians,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
1,,418,Nezumia,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,125754
3,,245,Janthina exigua,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,,246,Calliostoma leptophyma,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,,366,Narella bellissima,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
1,,416,Aldrovandia affinis,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,126637
1,Eurypharyngidae,417,Eurypharynx pelecanoides,"Vaillant, 1882",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,127165
2,Bentheuphausiidae,308,Bentheuphausia amblyops,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
2,Cymonomidae,309,Cymonomus normani,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Sergestidae,310,Sergia japonica,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Hippolytidae,311,Lebbeus microceros,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,,367,Lophelia pertusa muerta,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,,368,Madrepora oculata muerta,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
2,SCALPELIDAE,312,Scalpellidae,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
2,TRISCHIZOSTOMATIDAE,313,Trischizostoma raschi,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
2,Acanthephyridae,314,Acanthephyra eximia,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,,247,Amphissa acutecostata,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,,369,Onuphidae,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,,370,Serpulidae,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
1,,419,Chimaera opalescens,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,712407
1,,423,Spectrunculus grandis,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,126678
1,,424,Rajella bathyfila,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,105892
1,,425,Gadomus longifilis,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,126471
1,,426,Apristurus aphyodes,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,105806
2,LYSSIANASIIDAE,316,Lysianassidae,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
2,Uristidae,315,Tmetonyx sp.,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,,252,Mastigoteuthidae,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,,251,Gonatus steenstrupi,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,,250,Megalocranchia abyssicola,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,,249,Stauroteuthis syrtensis,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,OPISTHOTEUTHIDAE,248,Opisthoteuthis grimaldii,"(Joubin, 1903)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,,371,Laetmonice sp.,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,HYMEDESMIIDAE,372,Hymedesmia sp.,"Bowerbank, 1864",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,,253,Graneledone verrucosa,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
2,BENTHESICYMIDAE,317,Gennadas sp.,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
1,Bathysauridae,428,Bathysaurus ferox,"G³nther, 1878",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,126369
1,,429,Sphagemacrurus hirundo,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,126479
1,,427,Aldrovandia,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,125837
2,Pasiphaeidae,318,Pasiphaea ecarina,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
1,,433,Apristurus,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,105727
2,GNATHOPHAUSIIDAE,319,Neognatophausia ingens,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,CHRYSOGORGIIDAE,373,Chrysogorgia sp.,"Duchassaing & Mich, 1864",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
2,AXIIDAE,320,Calocaris templemani,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,CRANGONIDAE,321,Paracrangon sp.,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,Cranchiidae,254,Liocranchia reinhardtii,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
1,RAJIDAE,603,Dipturus flossada,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,105869
1,PHYCIDAE,604,Urophycis chuss,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,126503
1,MICROSTOMATIDAE,605,Nansenia tenera,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,126729
2,Chirostylidae,322,Uroptychus bouvieri,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
1,,506,Callionymus,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,125930
1,,507,Grammicolepis brachiusculus,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,127420
3,,301,Alloteuthis africanus,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,,302,Calyptoconcha pellucida,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,,303,Ovulidae,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,,401,Pennatula aculeata,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,,402,Zoantharia sp.,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,,403,Hyalinoecia sp.,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
6,PLáSTICOS,101,Botella,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
6,PLASTICOS,105,Lina de pesca (monofilamento),,,,0.000000,0.000000,0.00,0.00,0.00,0,1,,0,
6,PLASTICOS,102,Lámina/hoja,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
6,PLASTICOS,103,Bolsa,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
6,PLASTICOS,104,Tapón,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
6,PLASTICOS,106,Linea de pesca(enredado),,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
6,PLASTICOS,107,Cabo sintético,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
6,PLASTICOS,108,Red de pesca,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
6,PLASTICOS,109,Nudo; empate,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
6,PLASTICOS,110,Flejes/cintas de embalaje,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
6,PLASTICOS,111,Embalajes y contenedores,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
6,PLASTICOS,112,Otros plasticos,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
6,,113,,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
6,BASURA SANITARIA,201,Pañales,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
6,BASURA SANITARIA,202,Bastoncillos de algodón,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
6,BASURA SANITARIA,203,Colillas,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
6,BASURA SANITARIA,204,Condones,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
6,BASURA SANITARIA,205,Jeringuillas,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
6,BASURA SANITARIA,206,Compresas/tampones,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
6,BASURA SANITARIA,207,Otros basura sanitaria,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
6,METALES,301,Latas (comida),,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
6,METALES,302,Latas (bebidas),,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
6,METALES,303,Relacionado con la pesca,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
6,METALES,304,Batería,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
6,METALES,305,Aparatos,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
6,METALES,306,Piezas de coche,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
6,METALES,307,Cables,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
6,METALES,308,Otros metales,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
6,GOMA,401,Botas,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
6,GOMA,402,Globos,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
6,GOMA,403,Carrete de pesca,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
6,GOMA,404,Neumáticos,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
6,GOMA,405,Guante,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
6,GOMA,406,Otros,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
6,GOMA,407,,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
6,,500,,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
6,VIDRIO/CERáMICA,501,Tarro,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
6,VIDRIO/CERAMICA,502,Botella,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
6,VIDRIO/CERAMICA,503,Pieza,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
6,VIDRIO/CERAMICA,504,Otros vidrio/ceramica,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
6,PROD.NATURALES,601,Madera (procesada),,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
6,PROD. NATURALES,602,Cuerda,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
6,PROD. NATURALES,603,Papel/cartón,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
6,PROD. NATURALES,604,Palé,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
6,PROD. NATURALES,605,Otros,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
6,PROD. NATURALES,606,,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
6,VARIADO,701,Ropa/trapos,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
6,VARIADO,702,Zapatos,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
6,VARIADO,703,Otros variado,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,SEPIOLIDAE,355,Sepiola tridens,"Heij & Goud, 2010",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,,255,Lionsiella sp.,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,,256,Naticidae,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,,375,Caryophyllia siguenzae,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
2,Bresiliidae,323,Bresilia atlantica,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,EUSIRIDAE,324,Rhachotropis palporum,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Crangonidae,325,Sabinea hystrix,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Hippolytidae,326,Caridion gordoni,"(Bate, 1858)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Pasiphaeidae,327,Pasiphaea hoplocerca,"Chace, 1940",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,PASIPHAEIDAE,328,Pasiphaea sp.,Joan,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
5,HYALONEMATIDAE,404,Hyalonema sp.,"Gray,1832",Esponja,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,CARYOPHYLLIIDAE,376,Stephanocyathus (Stephanoc) crassus,"(Jourdan, 1895)",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,CLADOPATHIDAE,377,Trissopathes sp.,"Opresko,2003",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,,405,Chondrocladia sp.,Pilar,Esponja,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,,406,Chaetopteridae,Pilar,Poliqueto,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
1,,434,Lepidion guentheri,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,126494
5,Sertulariidae,407,Diphasia margareta,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,Schizopathidae,408,Parantipathes larix,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,Chrysogorgiidae,409,Radicipes challengeri,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,Campanulariidae,410,Obelia dichotoma,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,Acanthogorgiidae,411,Acanthogorgia hirsuta,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,Gorgoniidae,412,Leptogorgia sarmentosa,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,Lafoeidae,413,Acryptolaria conferta,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,Campanulariidae,414,Clytia hemisphaerica,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,Lafoeidae,415,Lafoea dumosa,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,HYDROZOA,416,Anthoathecata sp.,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,Tiarannidae,417,Modeeria rotunda,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,HYDROZOA,418,Sertularella gayi gayi,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,SCYPHOZOA,419,Semaeostomeae sp.,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,HYDROZOA,420,Cladocarpus sigma folini,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,Campanulariidae,421,Campanularia hincksii,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,Halopterididae,422,Antennella secundaria,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,Lafoeidae,423,Cryptolaria pectinata,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,Lafoeidae,424,Zygophylax levinseni,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,Campanulinidae,425,Racemoramus panicula,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,Plumulariidae,426,Pseudoplumaria marocana,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,Plumulariidae,427,Nemertesia perrieri,"(Billard, 1901)",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,CAMPANULARIIDAE,428,Clytia sp.,"Johnston, 1836",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,Anthothelidae,429,Anthothela grandiflora,"(M. Sars, 1856)",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,ACTINIIDAE,430,Bolocera tuediae tuediae,"(Johnston, 1832)",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,Hormathiidae,431,Phelliactis hertwigi,"Simon, 1892",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,CLAVULARIIDAE,432,Clavularia sp.,"Hickson, 1894",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,ALCYONIIDAE,433,Anthomastus purpureus,"(Koren &Danielssen, 1883)",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,Dendrobrachiidae,434,Dendrobrachia bonsai,"L¾pez-Gonzßlez & Cunha, 2",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,Plexauridae,435,Muriceides paucituberculata,"(Marion, 1882)",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,Plexauridae,436,Placogorgia coronata,"Carpine & Grasshoff, 1975",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,PLEXAURIDAE,437,Swiftia dubia,"(Thomson, 1929)",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,Isididae,438,Chelidonisis aurantiaca,"Studer, 1890",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,Parazoanthidae,439,Isozoanthus primnoidus,"Carreiro-Silva, Braga-Hen",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,ACTINOSCYPHIIDAE,441,Actinoscyphia sp.,"Stephenson, 1920",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,SAGARTIIDAE,442,Sagartiidae,"Gosse, 1858",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,Caryophylliidae,443,Caryophyllia abyssorum,"Duncan, 1873",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,Caryophylliidae,444,Caryophyllia calveri,"Duncan, 1873",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,Flabellidae,445,Flabellum macandrewi,"Gray, 1849",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,Dendrophylliidae,446,Balanophyllia cellulosa,"Duncan, 1873",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,Dendrophylliidae,447,Balanophyllia thalassae,"Zibrowius, 1980",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,Atollidae,449,Atolla wyvillei,"Haeckel, 1880",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,Hebellidae,450,Bedotella armata,"(Pictet & Bedot, 1900)",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,PYROSOMATIDAE,451,Pyrosoma atlanticum,"Perón, 1804",Tunicado,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
1,Rajidae,366,Rajella,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,105767
1,,508,Gobius gasteveni,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,126890
5,,452,Calliactis sp.,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
1,,509,Borostomias,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,126204
1,,435,Echiodon drummondii,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,126663
1,,367,Epigonus,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,125967
3,Onychoteuthidae,257,Ancistroteuthis lichtensteinii,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
2,LEUCOSIIDAE,329,Ebalia sp.,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
5,,453,Sabellaria-arrecife muerto,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
1,Rajidae,452,Dipturus,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,105762
1,Rajidae,453,Rostroraja alba,"(LacepÞde, 1803)",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,105896
5,EDWARDSIIDAE,378,Edwardsiidae,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,PROPEAMUSSIIDAE,258,Parvamussium sp.,"Sacco, 1897",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
4,Goniasteridae,154,Plinthaster dentatus,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
4,OPHIACANTHIDAE,155,Ophiacantha sp.,"MULLER & tRSCHEL, 1842",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
4,Ophiacanthidae,156,Ophiacantha densa,"Farran, 1913",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
4,AMPHIURIDAE,157,Amphiura (amphiura) grandisquama,"Lyman, 1869",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
4,Ophiacanthidae,158,Ophiomyces grandis,"Lyman, 1879",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
4,OPHIURIDAE,159,Ophiura (dictenophiura) carnea,"Lutken, 1858",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
1,,436,Apristurus melanoasper,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,271345
